Unit_Name_1,Score
tech univ dortmund,1
megazoid games,1
medien inst ludwigshafen,1
sifo,1
mediakidz res &amp; consulting,1
mediadesign hsch berlin,1
media res labs llc,1
simmons experian co,1
simplificat ctr,1
med univ gdansk,1
med advisory serv,1
sinclair community coll,1
univ east london,1
univ east piedmont,1
sissa,1
univ eastern finland,1
lynchburg coll,1
tampere univ technol,1
univ dalarna falun suecia,1
st augustine univ tanzania,1
spectrum med sci ltd,1
szent istvan univ,1
univ global,1
lillehammer univ coll,1
univ gloucestershire,1
univ goettingen,1
lignan univ,1
lighthouse int,1
univ greenland,1
luiss univ,1
st edwards univ,1
leuphana univ lueneburg,1
univ groningen nl,1
lesya ukrainka eastern european natl univ,1
leo burnett co inc,1
leipzig med sch,1
leidos,1
leibniz univ hannover,1
tac,1
spanish natl res council,1
spanish council sci res csic,1
southwestern univ finance &amp; econ,1
luiss guido carli,1
ludwig maximilian univ munich,1
ludwig maximilian univ lmu munich,1
sor trondelag univ coll,1
univ foreigners,1
louisiana state univ alexandria,1
louisiana state univ a&amp;m,1
univ francisco marroquin,1
london south bank univ,1
london sch econ media &amp; commun,1
london consortium,1
lmu univ munich,1
lmu,1
llanbadarn fawr,1
univ gesamthsch paderborn,1
southwest univ,1
lisbon univ inst iscte iul,1
shree m&amp;n virani sci coll,1
method mkt commun,1
natl water res inst branch,1
natl econ res associates inc,1
sbr jucon consulting ag,1
texas a&amp;m univ coll stn,1
univ cambridge newnham coll,1
univ campus suffolk,1
sch commun &amp; informat,1
natl hsin chu univ educ,1
sch informat,1
univ cape coast,1
sch journalism,1
natl assembly korea,1
sch oriental &amp; african studies,1
univ catalica san antonio murcia,1
sci editing &amp; translat,1
sci news,1
natl chenchi univ,1
sci start,1
natl broadcasting council poland,1
natl assoc broadcasters,1
natl inst sci,1
natl inst sci technol &amp; dev studies,1
natl media council,1
natl open univ nigeria,1
salem coll,1
natl univ ireland univ coll galway,1
tezukayama gakuin univ,1
natl univ entre rios,1
univ calif humanities res inst,1
natl telecom agcy,1
natl tech univ athens,1
texas wesleyan univ,1
natl taiwan ocean univ,1
natl taipei univ technol,1
natl taipei univ business,1
natl taichung univ educ,1
natl taichung inst technol,1
texas lutheran univ,1
santa barbara cty dept behav wellness,1
natl res fdn,1
sasquatch media consulting dba,1
univ catolica brasilia,1
univ catolica milan,1
metrohlth med ctr,1
minist educ argentina,1
misericordia univ,1
minsk state linguist univ,1
minnesota state univ moorhead,1
univ coll fraser valley,1
minist social dev,1
univ coll southeast norway,1
minist educ nacl francia paris,1
minist educ culture sports sci &amp; technol mext,1
mines paristech psl res univ,1
univ catolica portuguesa porto,1
millikin univ,1
shandong normal univ,1
shanghai lib,1
shanghai ocean univ,1
midwestern state univ,1
shareablee,1
univ costa rica,1
metropolitan state coll,1
misssouri sch journalism,1
technol educ inst western macedonia,1
mohamed v univ agdal,1
monash south africa,1
science,1
nanjing univ posts &amp; telecommun,1
aachen univ appl sci,1
nanatoo commun llc,1
n texas state univ,1
n florida s georgia va med ctr,1
telenor grp,1
se louisiana univ,1
museo civ zool,1
seafarers int res ctr,1
telecommun management grp inc,1
univ cent queensland,1
univ cergy pontotse,1
mori,1
telecheck serv inc,1
monroe cty dept hlth,1
tecnol monterrey virtual univ nuevo leon,1
a bolder vis llc,1
suny geneseo,1
univ leon,1
univ stuttgart hohenheim,1
educ commis foreign med grad,1
edgewood coll,1
edge hill coll,1
univ st louis bruxelles,1
ecole hautes etud commerciales montreal,1
ecolane,1
east china normal univ,1
e stroudsburg univ pennsylvania,1
e stroudsburg univ,1
durable value mkt,1
dice,1
univ surrey roehampton,1
doon univ,1
univ szczecin,1
donga ilbo,1
dit,1
univ tecn lisboa,1
univ teesside,1
digifon canada ltd,1
diego port univ,1
edward bernays coll commun management,1
ege univ,1
ehrenberg bass inst mkt sci,1
univ south carolina upstate,1
european univ cyprus,1
european univ brittany,1
european res council,1
european inst media,1
european ctr dis prevent &amp; control ecdc,1
european acad study consequences sci &amp; technol ad,1
eulji univ,1
univ sci &amp; technol beijing,1
espm s&amp;e,1
escuela super comunicac granada esco,1
escp eap,1
escola super educ,1
equipo atenc temprana san fernando henares coslad,1
epri peac corp,1
engagement labs,1
empa,1
univ south africa unisa,1
univ south calif,1
univ south carolina aiken,1
die zeit,1
dialog gentech,1
cotton on studio,1
univ versailles st quentin en yvelines,1
univ tunis,1
ctr strateg &amp; int studies,1
ctr sociol innovac,1
ctr rech hist cnrs ehess,1
univ uppsala,1
univ vale rio sinos,1
ctr labour studies &amp; res ceil piette conicet,1
ctr informat &amp; commun res,1
ctr independent journalism bucharest,1
ctr european studies,1
univ teknol mara,1
ctr estudios super don bosco,1
ctr econ studies &amp; policy,1
ctr connected hlth,1
univ w indies,1
csu channel isl,1
csiro ecosyst sci,1
csds,1
cranfield univ,1
univ weimar,1
dalton state coll,1
dana coll,1
it univ copenhagen rued,1
danish inst human rights,1
deutsch bahn ag,1
detecon int gmbh,1
dept management commun,1
univ texas austin univ stn,1
dept european ethnol,1
dept english &amp; amer studies english &amp; appl lingui,1
dept commun arts,1
dept ciencias comunicacao,1
denver seminary,1
univ texas hlth sci ctr san antonio,1
denovis inc,1
delmarva fdn med care,1
univ thai chamber commerce,1
defiance coll,1
ddb chicago,1
datamineit,1
darmstadt univ appl sci,1
univ toronto scarborough,1
danish natl ctr social res,1
evolaris privatstiftung,1
univ san pablo ceu madrid,1
experian direct tech,1
goldley beacom coll,1
greenberg quinlan rosner,1
greater wellington reg council,1
univ oxford st hildas coll,1
univ pablo de olavide,1
univ pais vasco san sebastian,1
granada bldg,1
grad univ adv studies sokendai,1
govt canada,1
gomaespuma com,1
global transmedia commun corp,1
exxonmobil,1
glasgow sch art,1
gimlekollen sch journalism &amp; commun,1
gilbert&amp;tobin lawyers,1
giga german inst global &amp; area studies,1
ghent univ iminds,1
ghent univ ibbt,1
ghent univ coll,1
ghent univ belgium,1
gfk custom res,1
univ oxford linacre coll,1
grove city coll,1
grp comunicar,1
gte,1
hellen open univ,1
hellen fdn europe &amp; foreign policy eliamep,1
hedmark univ coll,1
hedmark coll,1
univ norte columbia,1
heartfile,1
univ north carolina pembroke,1
hashemite univ,1
harvard sch business,1
univ north texas dallas,1
harbin med coll,1
hans bredow inst,1
hannover univ mus &amp; drama,1
univ opole,1
hadassah coll jerusalem,1
univ ostrava,1
gyeongin natl univ educ,1
univ ottowa,1
gustavus adolphus coll,1
german fed inst risk assessment,1
georg august univ gottingen,1
univ politecn valencia univ politecn valencia,1
fo guang univ,1
florida a&amp;m univ,1
flinders univ south australia,1
fitchburg state coll,1
univ roskilde,1
filosofia inst educ secundaria odiel gibraleon hu,1
fhwien wkw univ appl sci management &amp; commun,1
fhwien univ appl sci wkw,1
festival medfilm,1
ferdowsi univ mashhad,1
federat australian sci &amp; technol soc,1
fed commun commiss,1
fed commun comm,1
fdn retevis,1
univ salento,1
falmouth univ,1
univ salvador,1
univ salzburg,1
fac econ &amp; business,1
univ san jorge,1
florida tech,1
univ rey juan carlos spain,1
univ pompeu fabra upf,1
univ republica,1
gaza isl univ,1
galisteo consulting grp inc,1
galatasaray univ,1
gakushuin univ,1
gainesville state coll,1
gadjah mada univ,1
futureworks media sch,1
fuller grad sch psychol,1
full sail univ,1
fu berlin,1
ft lewis coll,1
friedrich ebert fdn,1
french natl ctr sci res,1
fremont middle sch,1
freiburg inst adv studies,1
free univ brussels vub,1
frederick univ,1
framingham state univ,1
foothill coll,1
council sci &amp; ind res,1
univ west,1
univ nizwa,1
wingate univ,1
widener univ,1
wik consult gmbh,1
wik wissensch inst infrastruktur &amp; kommunikat die,1
willamette univ,1
attachmate corp,1
atma jaya catholic univ,1
wilson coll,1
atilim univ,1
assumption coll,1
assoc ku leuven,1
worcester state univ,1
assoc crit educ,1
ascor univ amsterdam,1
ascor,1
arts e univ sussex,1
wissensch zentrum berlin,1
art ctr coll design,1
wissenschaftliches inst kommunikationsdienste gmb,1
aristotelian univ thessaloniki,1
women media &amp; news trust,1
austin coll,1
australian commun ind,1
australian competition &amp; consumer commiss,1
whitworth univ,1
bezalel acad art &amp; design,1
western illinois univ moline,1
benue state univ,1
bellevue coll,1
bell mobil,1
western state colorado univ,1
westfal wilhelms univ munster,1
bates coll,1
baruch coll,1
bard coll,1
banaras hindu univ,1
bahria univ,1
bahir dar univ,1
bahcesehir univ,1
wheaton coll ma,1
autorita garanzie nelle comunicaz,1
autoridade nacl comunicacoes,1
whitworth coll,1
austrian acad sci oaw,1
worcester polytech inst,1
word power,1
correio inc,1
aerosp aeronaut,1
al al bayt univ,1
al akhawayn univ,1
youth radio,1
yuanpei univ med technol,1
agroparistech,1
agr &amp; agri food canada,1
yunnan univ,1
zenithoptimedia,1
aeru,1
adhiparasakthi engn coll,1
world advertising res ctr,1
acorn int,1
zhaw zurich univ appl sci,1
acad coll tel aviv jaffa,1
abc,1
abat oliba ceu univ,1
aarhus sch business,1
aalborg univ denmark,1
aalborg univ copenhagen aau cph,1
aalborg univ copenhagen,1
al mustansiriyah univ,1
alberta res council,1
yokohama natl univ,1
alma mater studiorum univ bologna,1
world bank grp,1
antelope consulting,1
world trade org,1
andrzej frycz modrzewski krakow univ,1
wu vienna univ econ &amp; business,1
anal grp econ,1
wuvienna univ econ &amp; business,1
amsterdam sch human &amp; social sci,1
amer univ lib,1
amer univ dubai,1
xian jiaotong liverpool univ,1
amer council sci &amp; hlth,1
amer civil liberties union,1
yerevan state univ,1
alternat law forum,1
yezrell valley coll,1
alpern adria univ klagenfurt,1
yildirim beyazit univ,1
alma mater univ bologna,1
biofaction kg,1
birla inst technol,1
birmingham business sch,1
us doe,1
clearway minnesota,1
clarkson univ,1
city univ hong kong cityu,1
city univ,1
citi,1
cigi,1
ciesas,1
us dept interior,1
christchurch polytech inst technol,1
us fed trade commiss,1
birzeit univ,1
us federal commun commiss,1
china univ technol,1
usda,1
childrens televis workshop,1
utrecht inst linguist ots,1
utrecht sch arts,1
chien hsin univ sci &amp; technol,1
uw milwaukee,1
cheyney univ penn,1
clemi,1
uppsala ctr russian &amp; eurasian studies,1
upaep,1
cnrs rennes,1
univ west scotland,1
univ western sydney nepean,1
connected camps,1
comunidad madrid,1
comunicac democracia argentina,1
comscore,1
comp corp,1
univ wrocaw,1
commun resources nw,1
univ zanjan,1
comis prov sevilla,1
comis nacl mercados &amp; competencia,1
columbia univ teachers coll,1
universal mccann,1
univhuelva,1
coll st rose,1
coll mt st joseph,1
coll management acad studies comas,1
cognet corp,1
chem foundry consulting,1
charles univ,1
ceped,1
wageningen univ &amp; res,1
washington coll,1
bunkyo univ,1
budapest univ technol &amp; econ,1
brooklyn coll,1
wdr televis,1
british lib,1
british inst ankara,1
british film inst londres,1
bremen univ,1
bremen int grad sch social sci,1
brandon univ,1
brainjuicer,1
bournemouth media sch,1
weizenbaum inst networked soc,1
wenzhou business coll,1
wesleyan coll,1
boeing co,1
bodo grad sch business,1
west chester univ pa,1
warsaw univ,1
california lutheran univ,1
cent coll,1
calouste gulbenkian fdn,1
cema univ,1
victoria univ technol,1
catholic univ milan,1
victoria univ wellington nz,1
catholic univ brasilia ucb,1
catedra comunicac digital estrateg tecnol monterr,1
carroll univ,1
vilnius univ,1
virtual knowledge studio humanities &amp; social sci,1
vks royal netherlands acad arts &amp; sci,1
cape breton univ,1
canterbury christ church univ coll,1
canterbury christ church univ,1
vrije univ brussels,1
campus univ santiago,1
vu free univ amsterdam,1
vu univ amsterdam,1
camilo jose cela univ,1
cambridge grp,1
hellenic open univ,1
danish environm res inst,1
helsingin sanomat,1
inholland univ,1
inseec business sch,1
insead,1
univ malaysia sarawak,1
ins dev &amp; int relat,1
inmarsat,1
hogan &amp; hartson,1
informat technol &amp; innovat fdn,1
indian inst management lucknow,1
informat &amp; commun technol author,1
hogeschool utrecht,1
informat &amp; commun dept,1
hokusei gakuen univ,1
indian sch business,1
univ nacl rio negro,1
inst aviat,1
inst comparat media &amp; commun studies cmc,1
inst dev &amp; int relat,1
hoffmanst north west univ,1
inst ensenanza secundaria quinto centenario sevil,1
univ maine orono,1
inst etud polit paris,1
inst etud polit rennes,1
inst etud polit toulouse,1
univ maine farmington,1
inst european studies,1
univ maiduguri,1
inst learning innovat,1
inst mediacult,1
univ nevada las vegas,1
inst mora,1
inst prospect technol studies,1
honam univ,1
indian inst management ahmedabad,1
inst res &amp; dev,1
hubei univ econ,1
univ montenegro,1
univ moron,1
hungarian telecommun journal,1
univ mus &amp; drama,1
univ mus &amp; theater,1
univ music &amp; performing arts vienna,1
hsuan chuang univ,1
independent scholar &amp; execut coach,1
univ nacl cordoba,1
hoseo univ,1
univ nacl cuyo,1
univ nacl gen san martin,1
univ nacl litora,1
hong kong polytechn univ,1
ibbt mict ghent univ,1
univ mohamed i,1
ibm res almaden,1
univ modena,1
ibm spain,1
ibm toronto,1
ibm xseries servers,1
ibs,1
iep rennes,1
ieseg sch management lem cnrs,1
ifm in depth res &amp; strategies,1
iim b,1
imam abdulrahman bin faisal univ,1
univ michigan dearborn,1
imt,1
inceptlabs,1
univ metodista sao paulo,1
suny korea,1
univ naples lorientale,1
hong kong inst educ,1
int ctr adv studies commun latin amer ciespal,1
israel &amp; open univ,1
isik univ,1
univ london queen mary &amp; westfield coll,1
higher inst appl sci &amp; technol,1
ircm,1
int islamic univ malaysia,1
iran univ sci &amp; technol,1
int planned parenthood federat,1
int survey ctr,1
int univ bremen,1
int univ japan,1
integration,1
intel labs,1
intellect,1
intercoll,1
intercollege,1
ionian univ,1
intug,1
univ neyshabur,1
univ lisboa ulisboa,1
inti univ coll,1
univ londres,1
iscie univ inst lisbon,1
it univ,1
henley management coll,1
istanbul tech univ,1
hitit univ,1
istanbul univ,1
univ lucian blaga sibiu,1
istanbul esenyurt univ,1
inst secundaria odiel gibraleon,1
istanbul medipol univ,1
ist italiano sci umane,1
int chamber commercer,1
int commun res,1
univ madison wisconsin,1
tech univ cluj napoca,1
univ aveiro,0.986111111
univ peloponnese,0.983333333
icf int,0.979411765
plymouth state univ,0.976190476
gallaudet univ,0.958333333
usaid,0.958333333
univ fed santa catarina,0.95
bandar univ teknol legenda,0.95
meyers primary care inst,0.941025641
otto von guericke univ,0.933333333
morgridge inst res,0.926190476
bucknell univ,0.923076923
ssrs,0.91978022
mokwon univ,0.916666667
unsw sydney,0.916666667
univ s pacific,0.916666667
jaume i univ castellon,0.916666667
univ messina,0.916666667
southern utah univ,0.916666667
georgia coll &amp; state univ,0.916666667
univ nebraska kearney,0.916666667
georgia regents univ,0.9
siegen univ,0.9
imperial coll london,0.9
univ madeira,0.9
coll carlo alberto,0.9
baskent univ,0.888888889
univ texas houston,0.888888889
iminds,0.875
google,0.870634921
metropolitan state univ,0.866666667
hartman grp inc,0.866666667
consejo nacl invest cient &amp; tecn,0.866666667
comsats inst informat technol,0.866666667
ntnu trondheim,0.833333333
mkt syst grp,0.833333333
stanford ctr res dis prevent,0.833333333
catholic univ lille,0.833333333
johnson &amp; johnson,0.833333333
namseoul univ,0.833333333
univ int rioja,0.833333333
univ saarland,0.833333333
management sci hlth,0.833333333
cardiff metropolitan univ,0.833333333
inst tecnol autonomo mexico,0.833333333
sasken commun technol,0.833333333
univ magdeburg,0.833333333
human interact res inst,0.833333333
iwk hlth ctr,0.833333333
univ north alabama,0.833333333
hartwick coll,0.833333333
bauhaus univ weimar,0.833333333
ritsumeikan univ,0.833333333
abilene christian univ,0.833333333
bearingpoint gmbh,0.833333333
friedrich schiller univ jena,0.833333333
wee kim wee sch commun &amp; informat,0.833333333
toulouse sch econ,0.833333333
macro int inc,0.833333333
aalto univ sch business,0.833333333
univ diego port,0.833333333
bishops univ,0.833333333
st petersburg state univ,0.833333333
st marys coll,0.833333333
un mandated univ peace,0.833333333
kwansei gakuin univ,0.833333333
univ new haven,0.833333333
dartmouth med sch,0.833333333
louisiana state univ shreveport,0.833333333
univ wisconsin whitewater,0.833333333
democritus univ thrace,0.833333333
univ aquila,0.833333333
univ indianapolis,0.833333333
univ philippines diliman,0.833333333
interim technol,0.833333333
pacific grad sch psychol,0.833333333
univ nice sophia antipolis,0.833333333
univ free state,0.833333333
taipei coll maritime technol,0.833333333
drake univ,0.833333333
cincinnati childrens hosp med ctr,0.833333333
valin strateg commun,0.833333333
pittsburg state univ,0.833333333
univ camilo jose cela,0.833333333
st bonaventure univ,0.833333333
rutgers,0.833333333
idc,0.833333333
seoul natl univ sci &amp; technol,0.833333333
univ alaska fairbanks,0.833333333
king mongkuts inst technol ladkrabang,0.833333333
ispa,0.80952381
ucm,0.8
univ chicago med,0.8
norwegian ctr violence &amp; traumat stress studies,0.8
world hlth org,0.785714286
nyenrode business univ,0.785714286
inst publ hlth,0.785714286
jackson state univ,0.783333333
univ basel hosp,0.777777778
bill &amp; melinda gates fdn,0.766666667
philadelphia va med ctr,0.757575758
surveymonkey,0.755555556
pew hispan ctr,0.75
univ fed ceara,0.75
univ med ctr,0.75
tarleton state univ,0.75
evanston nw healthcare,0.75
nera econ consulting,0.75
univ politecn cataluna,0.75
eclect inst res &amp; training,0.75
chihlee univ technol,0.75
north cent coll,0.75
ctr res adolescent hlth &amp; dev,0.75
battelle ctr publ hlth res &amp; evaluat,0.75
austin community coll,0.75
genesis analyt,0.75
kyushu univ,0.75
nokia res ctr,0.75
nasa,0.75
eui,0.75
connecticut coll,0.75
mt holyoke coll,0.75
senshu univ,0.75
walt disney co,0.75
rathenau inst,0.75
natl inst hlth &amp; welf,0.75
univ autonoma nuevo leon,0.75
cornell lab ornithol,0.75
hu univ appl sci,0.75
univ med ctr gottingen,0.75
shore &amp; whariki res ctr,0.75
nord ctr internet &amp; soc,0.75
nc state univ,0.75
berkeley media studies grp,0.75
sabanci univ,0.75
morehouse sch med,0.75
ustc,0.75
immunizationbasics project john snow inc,0.75
facing our risk canc empowered,0.75
hobart &amp; william smith coll,0.75
berkeley air monitoring grp,0.75
univ north georgia,0.75
grady coll journalism &amp; mass commun,0.75
pgs tensor inc,0.75
yazd univ,0.75
maria grzegorzewska acad special educ,0.75
iu hlth ball mem hosp,0.75
usc marshall sch business,0.75
suny coll potsdam,0.75
univ potsdam,0.75
shumei univ,0.75
childrens hosp westmead,0.75
boston univ med ctr,0.75
catholic univ leuven,0.75
us dept vet affairs,0.75
natl commun commiss,0.75
univ appl sci utrecht,0.742857143
ctr commun programs,0.733333333
univ nacl quilmes,0.733333333
winston salem state univ,0.733333333
stc,0.733333333
associated press,0.726190476
childrens hosp,0.726190476
univ new mexico hlth sci ctr,0.714285714
ft hays state univ,0.711111111
us agcy int dev,0.7
picturerx llc,0.7
univ nancy,0.7
natl res council italy,0.7
chinese ctr dis control &amp; prevent,0.7
pew charitable trusts,0.7
john f kennedy sch govt,0.7
lamar univ,0.7
st marys coll calif,0.7
res inst ind econ,0.7
vienna univ technol,0.7
univ quebec outaouais,0.7
coll management,0.7
pan amer hlth org,0.7
fraunhofer inst syst &amp; innovat res,0.7
cefage ue,0.7
nbc universal,0.7
erasmus mc,0.692307692
csg ctr soc &amp; life sci,0.685714286
boston childrens hosp,0.676190476
oklahoma city univ,0.666666667
womens &amp; childrens hosp buffalo,0.666666667
univ appl sci &amp; arts southern switzerland supsi,0.666666667
univ cassino,0.666666667
farm radio int,0.666666667
amer hlth insurance plans,0.666666667
univ cattolica sacro cuore milano,0.666666667
vodafone d gmbh,0.666666667
univ fordham nueva york,0.666666667
iaelyon univ lyon,0.666666667
oglethorpe univ,0.666666667
tampereen yliopisto,0.666666667
tarbiat modares univ,0.666666667
univ la rioja logrono,0.666666667
villanueva univ madrid,0.666666667
museum natl hist nat,0.666666667
publ univ agr sci,0.666666667
south china univ technol,0.666666667
amer inst phys,0.666666667
radiol imaging associates &amp; invis sally jobe brea,0.666666667
georgia tech enterprise innovat inst,0.666666667
univ austral chile valdivia,0.666666667
tech inst castilla &amp; leon,0.666666667
natl chen kung univ,0.666666667
tallinn univ technol,0.666666667
ctr civil rights &amp; democracy res,0.666666667
lsu a&amp;m,0.666666667
cuny mt sinai sch med,0.666666667
ctr innovat publ hlth res,0.666666667
nber,0.666666667
brighton &amp; sussex med sch,0.666666667
german jordanian univ,0.666666667
ifz,0.666666667
kwame nkrumah univ sci &amp; technol,0.666666667
ihec carthage,0.666666667
neuro insight pty ltd,0.666666667
univ piraeus,0.666666667
hill knowlton,0.666666667
belgian nucl res ctr sck cen,0.666666667
naver corp,0.666666667
czech environm partnership fdn,0.666666667
western norway res inst,0.666666667
macromedia univ,0.666666667
guttmacher inst,0.666666667
royal mil acad,0.666666667
univ texas permian basin,0.666666667
grp invest labcom,0.666666667
rutgers business sch newark &amp; new brunswick,0.666666667
rutgers business sch,0.666666667
west viginia univ,0.666666667
dixie state univ,0.666666667
kangwon natl univ,0.666666667
winrock int livestock res &amp; training ctr,0.666666667
res act design,0.666666667
univ sonora,0.666666667
emlyon business sch,0.666666667
wageningen univ &amp; res ctr,0.666666667
techniquest,0.666666667
technol &amp; higher educ inst hong kong,0.666666667
ehess,0.666666667
ataturk univ,0.666666667
edward r murrow coll commun,0.666666667
natl kaohsiung univ appl sci,0.666666667
educ res inst,0.666666667
grenoble ecole management,0.666666667
int conservat &amp; educ fund,0.666666667
buskerud univ coll,0.666666667
res ict africa,0.666666667
res ict solut,0.666666667
seinan gakuin univ,0.666666667
economists inc,0.666666667
augsburg univ,0.666666667
univ virtual,0.666666667
sda bocconi sch management,0.666666667
hamad bin khalifa univ,0.666666667
univ sultan zainal abidin unisza,0.666666667
osiptel,0.666666667
nickelodeon,0.666666667
stanfords ctr poverty &amp; inequal,0.666666667
pontificia univ catolica rio grande do sul pucrs,0.666666667
st anselm college,0.666666667
mars inc,0.666666667
ciemat,0.666666667
al balqa appl univ,0.666666667
chosun univ,0.666666667
swiss fed inst technol zurich,0.666666667
pla army gen hosp,0.666666667
abt srbi inc,0.666666667
penn state schuylkill,0.666666667
geomat aps,0.666666667
penn state harrisburg,0.666666667
huanzhong univ sci &amp; technol,0.666666667
palo alto res ctr,0.666666667
vestfold univ coll,0.666666667
premisa doo,0.666666667
suez canal univ,0.666666667
upf,0.666666667
prosper investments worldwide ltd,0.666666667
zagreb sch econ &amp; management,0.666666667
yalova univ,0.666666667
univ distrital fj caldas,0.666666667
univ chinese acad sci,0.666666667
unsw,0.666666667
chongqing univ,0.666666667
jacobs univ,0.666666667
univ paris saciay,0.666666667
state univ milan,0.666666667
youngsan univ,0.666666667
nhlbi,0.665909091
calif state univ hayward,0.658333333
changwon natl univ,0.65
michigan publ hlth inst,0.65
hlth author,0.65
univ sains malaysia,0.65
mckinsey &amp; co inc,0.65
aga khan univ,0.647058824
fors marsh grp,0.642857143
cameron univ,0.642857143
uw madison robert &amp; jean holtz ctr sci &amp; technol,0.642857143
univ ferrara,0.642857143
harvard med sch,0.638888889
us dept state,0.625
adelphi univ,0.625
amsterdam sch commun res ascor,0.625
france telecom,0.625
va ann arbor ctr clin management res,0.625
norwegian social res,0.625
netherlands inst mental hlth &amp; addict,0.6
univ illinois coll nursing,0.6
tech univ madrid,0.6
fielding grad univ,0.6
minist hlth,0.6
france telecom r&amp;d,0.6
se michigan hlth assoc,0.6
microsoft res asia,0.6
stat netherlands,0.6
org int dialogue &amp; conflict management idc,0.6
soul city inst hlth &amp; dev commun,0.6
merck,0.6
philipp univ marburg,0.6
comis econ amer latina &amp; carib,0.6
univ liberal arts bangladesh,0.6
univ la matanza,0.6
univ alaska anchorage,0.6
amer canc soc,0.598484848
bruce w carter miami vamc,0.583333333
western new england univ,0.583333333
lg elect inc,0.583333333
dominican univ,0.583333333
natl def univ,0.583333333
univ rome,0.583333333
stockholm environm inst,0.583333333
alberta energy regulator,0.583333333
german commun assoc dgpuk,0.583333333
carlow coll,0.583333333
catholic univ murcia,0.583333333
inst adv studies ephe,0.583333333
natl pk serv,0.583333333
at&amp;t labs res,0.583333333
ilia state univ,0.583333333
natl ctr hlth stat,0.583333333
european union agcy fundamental rights,0.583333333
zhejiang gongshang univ,0.583333333
azusa pacific univ,0.583333333
jozef stefan inst,0.583333333
charles river associates inc,0.576923077
natl inst publ hlth &amp; environm rivm,0.576623377
harvard th chan sch publ hlth,0.575
richard l roudebush va med ctr,0.571428571
fukushima med univ,0.571428571
rti int inc,0.571428571
catalan hlth inst,0.571428571
scripps hlth,0.571428571
samsung elect,0.571428571
hop cochin,0.571428571
univ catania,0.571428571
univ arkansas med sci,0.568850267
unitedhealthcare,0.566666667
boston med ctr,0.564393939
univ med ctr utrecht,0.55952381
yougov,0.555555556
miriam hosp,0.540909091
texas dept state hlth serv,0.533333333
vienna univ econ &amp; business adm,0.533333333
swinburne business sch,0.533333333
concept commun inc,0.533333333
univ n carolina chapel hill,0.533333333
natl immunizat informat hotline,0.533333333
indiana minor hlth coalit,0.533333333
kobe univ,0.533333333
eastern univ,0.533333333
va pittsburgh hlth care syst,0.533333333
univ appl sci nw switzerland,0.533333333
conversant media,0.533333333
macromedia univ appl sci,0.533333333
westmont coll,0.533333333
london sch hyg &amp; trop med,0.533333333
beth israel deaconess med ctr,0.525
chihlee inst technol,0.5
point pk univ,0.5
point loma nazarene univ,0.5
riseba,0.5
grim,0.5
kaist grad sch sci &amp; technol policy,0.5
rhodes coll,0.5
wayne state coll,0.5
ruby cha cha,0.5
rubicon consulting inc,0.5
usc annenberg ctr commun leadership &amp; policy,0.5
brown univ modern culture &amp; media,0.5
pfeiffer univ,0.5
inst london,0.5
riga stradins univ,0.5
inst management &amp; econ,0.5
politiken newspapers,0.5
inst publ relat,0.5
marian univ,0.5
wavy nbc,0.5
rider univ lib,0.5
kelson consulting &amp; dev inc,0.5
rouen business sch,0.5
transilvania univ brasov,0.5
booster shot media,0.5
webster univ geneva,0.5
inst med &amp; pharmaceut proficiency assessment,0.5
royal irish acad,0.5
pittsburgh state univ,0.5
univ paris est,0.5
hlth &amp; dev fdn,0.5
inst new media soc &amp; polit,0.5
pima community coll,0.5
unit texas pan amer,0.5
bmw grp,0.5
brawijaya univ,0.5
brandenburg tech univ cottbus,0.5
branchhead consulting,0.5
inst mines &amp; telecoms,0.5
univ luterano brasil,0.5
univ jonkoping,0.5
rostov state univ econ,0.5
toulouse univ,0.5
brian lamb sch commun,0.5
kensington consultat ctr fdn,0.5
riverview rd,0.5
utrecht sch governance,0.5
macmillan comp publishing,0.5
british film inst,0.5
british columbia schizophrenia soc,0.5
rsm rotterdam sch management,0.5
birmingham city univ birmingham,0.5
pforzheim univ appl sci,0.5
brigham young univ hawaii,0.5
pohang univ sci &amp; technol postech,0.5
galgotias univ,0.5
united arab emirates univ,0.5
kensington consultat ctr,0.5
traff audit bur media measurement inc,0.5
univ oxford brasenose coll,0.5
west chester univ pennsylvania,0.5
robert e mitchell ctr prisoner war studies,0.5
brick coll carlo alberto,0.5
briar project,0.5
inst posts &amp; telecommun policy,0.5
toyota motor corp australia ltd,0.5
udima,0.5
inst invest cient,0.5
price waterhouse coopers llp,0.5
vlerick leuven gent management sch,0.5
pricewaterhousecoopers,0.5
un populat fund,0.5
twitter inc,0.5
pricemetrix inc,0.5
twente univ,0.5
capacities,0.5
canterbury univ media &amp; commun,0.5
malone univ,0.5
hlth serv acad,0.5
canc res ctr hawaii,0.5
vlerick leuven ghent management sch,0.5
capital univ med sci,0.5
biola univ,0.5
cent hosp savonlinna,0.5
unaids,0.5
vodafone uk ltd,0.5
canadian univ dubai,0.5
vrije univ,0.5
press complaints commiss,0.5
vet adm hsr&amp;d &amp; rr&amp;d ctr excellence,0.5
univ islam makassar,0.5
unc gillings sch global publ hlth,0.5
cent univ venezuela puerto ayacucho estado amazon,0.5
capital publ radio,0.5
cardenal herrera univ,0.5
tri cities yakima,0.5
catholic univ madre &amp; maestra,0.5
publ hlth fdn enterprises,0.5
